OpenBUGS version 3.2.3 rev 1012
model is syntactically correct
data loaded
model compiled
initial values loaded and chain initialized but another chain contain uninitialized variables
model is initialized
model is already initialized
5000 updates took 1325 s
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
monitor set
10000 updates took 4293508 s
CODA files written
Summary statistics
		mean	sd	val2.5pc	median	val97.5pc	sample
	dRR_Oir[51,8]	34.84	8.135	21.01	34.09	52.59	20000
	dRR_Oir[51,9]	5.923	2.81	1.949	5.412	12.76	20000
	dRR_Oir[51,10]	0.2287	0.2153	0.03094	0.1647	0.7973	20000
	dRR_Oir[51,11]	1.439	1.025	0.2996	1.175	4.087	20000
	dRR_Oir[51,12]	0.08044	0.09343	0.006832	0.05211	0.3221	20000
	dRR_Oir[51,13]	18.09	5.676	8.99	17.44	31.33	20000
	dRR_Oir[51,14]	18.11	5.944	8.609	17.39	31.6	20000
	dRR_Oir[51,15]	38.41	8.502	23.68	37.75	56.99	20000
	dRR_Oir[51,16]	0.3667	0.3267	0.05462	0.2697	1.242	20000
	dRR_Oir[51,17]	24.03	7.598	11.57	23.17	41.36	20000
	dRR_Oir[51,18]	0.2168	0.2091	0.02759	0.1546	0.7817	20000
	dRR_Oir[51,19]	45.0	9.645	28.13	44.23	65.56	20000
	dRR_Oir[51,20]	3.557	1.937	0.9797	3.166	8.338	20000
	dRR_Oir[51,21]	46.21	9.754	29.13	45.42	67.55	20000
	dRR_Oir[51,22]	61.58	11.16	41.68	60.96	85.55	20000
	dRR_Oir[51,23]	8.472	3.437	3.204	7.959	16.61	20000
	dRR_Oir[51,24]	24.73	7.12	12.95	23.99	41.04	20000
	dRR_Oir[51,25]	17.63	5.476	8.711	17.03	29.85	20000
	dRR_Oir[51,26]	96.26	13.91	71.35	95.53	126.1	20000
	dRR_Oir[51,27]	49.27	10.66	30.9	48.4	72.12	20000
	dRR_Oir[51,28]	67.88	12.28	45.84	67.04	93.81	20000
	dRR_Oir[51,29]	26.13	7.259	13.99	25.37	42.3	20000
	dRR_Oir[51,30]	4.119	2.567	0.9984	3.522	10.58	20000
	dRR_Oir[52,3]	73.53	7.308	59.69	73.28	88.4	20000
	dRR_Oir[52,5]	9.213	2.434	5.147	9.003	14.61	20000
	dRR_Oir[52,6]	0.853	0.5188	0.2127	0.736	2.174	20000
	dRR_Oir[52,7]	33.47	4.828	24.53	33.23	43.7	20000
	dRR_Oir[52,8]	42.34	5.483	32.3	42.08	53.97	20000
	dRR_Oir[52,9]	2.062	0.9639	0.6861	1.892	4.383	20000
	dRR_Oir[52,10]	0.2017	0.1724	0.02984	0.1519	0.6594	20000
	dRR_Oir[52,11]	0.9781	0.5886	0.2416	0.8444	2.48	20000
	dRR_Oir[52,12]	0.07586	0.07993	0.006437	0.05122	0.286	20000
	dRR_Oir[52,13]	62.17	6.651	49.93	62.0	75.57	20000
	dRR_Oir[52,14]	32.32	4.954	23.55	32.03	42.79	20000
	dRR_Oir[52,15]	52.94	6.173	41.63	52.72	65.66	20000
	dRR_Oir[52,16]	0.3043	0.2418	0.05061	0.2373	0.9454	20000
	dRR_Oir[52,17]	42.96	6.068	32.48	42.66	55.63	20000
	dRR_Oir[52,18]	0.193	0.1725	0.02621	0.1429	0.6527	20000
	dRR_Oir[52,19]	125.2	9.674	107.1	124.9	144.8	20000
	dRR_Oir[52,20]	3.402	1.365	1.335	3.194	6.629	20000
	dRR_Oir[52,21]	92.53	8.33	76.9	92.3	109.7	20000
	dRR_Oir[52,22]	62.28	6.675	49.81	62.02	76.07	20000
	dRR_Oir[52,23]	9.332	2.437	5.216	9.099	14.6	20000
	dRR_Oir[52,24]	17.64	3.5	11.51	17.4	25.11	20000
	dRR_Oir[52,25]	11.81	2.766	7.02	11.59	17.87	20000
	dRR_Oir[52,26]	120.5	9.241	103.2	120.3	139.2	20000
	dRR_Oir[52,28]	103.3	8.954	86.32	103.0	121.5	20000
	dRR_Oir[52,29]	42.27	5.55	32.08	42.05	53.79	20000
	dRR_Oir[52,30]	5.873	2.191	2.526	5.54	10.85	20000
	dRR_Oir[53,3]	73.3	8.482	57.71	73.04	90.99	20000
	dRR_Oir[53,5]	7.05	2.389	3.306	6.754	12.45	20000
	dRR_Oir[53,6]	0.9717	0.6182	0.2233	0.8259	2.542	20000
	dRR_Oir[53,7]	28.47	5.154	19.29	28.22	39.4	20000
	dRR_Oir[53,8]	15.98	3.775	9.559	15.67	24.43	20000
	dRR_Oir[53,9]	3.041	1.398	1.047	2.791	6.414	20000
	dRR_Oir[53,10]	0.2141	0.1933	0.02919	0.1577	0.7302	20000
	dRR_Oir[53,11]	1.542	0.9276	0.3863	1.332	3.869	20000
	dRR_Oir[53,12]	0.07822	0.08524	0.007223	0.05191	0.3032	20000
	dRR_Oir[53,13]	54.75	7.604	41.11	54.34	70.58	20000
	dRR_Oir[53,19]	92.84	10.16	74.12	92.52	114.2	20000
	dRR_Oir[53,20]	3.021	1.43	1.004	2.773	6.461	20000
	dRR_Oir[53,22]	44.2	6.562	32.24	43.84	58.34	20000
	dRR_Oir[53,23]	4.303	1.743	1.707	4.047	8.26	20000
	dRR_Oir[53,24]	13.04	3.569	7.13	12.68	20.88	20000
	dRR_Oir[53,25]	6.353	2.246	2.854	6.065	11.6	20000
	dRR_Oir[53,26]	74.39	8.533	58.46	73.97	91.91	20000
	dRR_Oir[53,27]	44.77	6.29	33.12	44.51	57.75	20000
	dRR_Oir[53,28]	76.24	9.411	59.07	75.78	95.88	20000
	dRR_Oir[53,29]	34.33	5.989	23.66	33.92	46.92	20000
	dRR_Oir[53,30]	2.92	1.649	0.815	2.561	6.992	20000
	dRR_Oir[54,3]	49.66	8.874	33.95	49.13	69.2	20000
	dRR_Oir[54,5]	3.242	1.713	0.9407	2.895	7.573	20000
	dRR_Oir[54,6]	1.151	0.7979	0.2431	0.9435	3.216	20000
	dRR_Oir[54,7]	28.25	6.598	16.93	27.72	42.61	20000
	dRR_Oir[54,8]	16.18	4.762	8.275	15.73	27.05	20000
	dRR_Oir[54,9]	3.362	1.775	0.9756	3.001	7.757	20000
	dRR_Oir[54,10]	0.2278	0.2171	0.03039	0.1645	0.792	20000
	dRR_Oir[54,11]	1.378	0.9486	0.2915	1.131	3.83	20000
	dRR_Oir[54,12]	0.08058	0.09319	0.007174	0.05198	0.3198	20000
	dRR_Oir[54,13]	38.72	8.001	24.71	38.17	55.91	20000
	dRR_Oir[54,19]	59.75	10.37	41.09	59.09	82.2	20000
	dRR_Oir[54,20]	5.18	2.479	1.728	4.732	11.15	20000
	dRR_Oir[54,22]	61.2	10.14	43.15	60.66	82.49	20000
	dRR_Oir[54,23]	9.793	3.504	4.302	9.36	17.76	20000
	dRR_Oir[54,24]	24.39	6.549	13.48	23.77	38.87	20000
	dRR_Oir[54,25]	20.81	5.649	11.36	20.29	33.46	20000
	dRR_Oir[54,26]	109.3	13.49	84.6	108.6	136.8	20000
	dRR_Oir[54,27]	80.12	13.08	56.93	79.31	108.0	20000
	dRR_Oir[54,28]	108.3	14.6	81.48	107.5	138.8	20000
	dRR_Oir[54,29]	60.05	10.69	41.18	59.44	82.66	20000
	dRR_Oir[54,30]	3.783	2.281	0.9501	3.272	9.474	20000
	dRR_Oir[55,23]	11.06	3.083	5.989	10.77	18.01	20000
	dRR_Oir[55,24]	16.18	3.778	9.705	15.89	24.46	20000
	dRR_Oir[55,25]	19.06	4.205	11.77	18.71	28.13	20000
	dRR_Oir[55,26]	7.92	2.666	3.647	7.614	14.05	20000
	dRR_Oir[55,27]	13.69	3.572	7.726	13.35	21.61	20000
	dRR_Oir[55,28]	20.85	4.611	12.94	20.5	30.89	20000
	dRR_Oir[55,29]	18.32	4.017	11.35	18.0	26.96	20000
	dRR_Oir[55,30]	5.051	2.007	1.994	4.772	9.699	20000
	dRR_Oir[56,23]	26.89	4.34	19.17	26.63	36.11	20000
	dRR_Oir[56,24]	24.1	3.941	17.06	23.84	32.49	20000
	dRR_Oir[56,25]	23.54	4.136	16.25	23.25	32.64	20000
	dRR_Oir[56,26]	4.891	1.685	2.201	4.683	8.729	20000
	dRR_Oir[56,27]	19.54	4.101	12.7	19.19	28.48	20000
	dRR_Oir[56,28]	27.87	4.272	20.15	27.58	36.72	20000
	dRR_Oir[56,29]	13.1	3.035	7.911	12.84	19.77	20000
	dRR_Oir[56,30]	5.677	1.835	2.719	5.452	9.738	20000
	dRR_Oir[57,23]	21.36	4.347	13.71	21.07	30.65	20000
	dRR_Oir[57,24]	66.62	8.101	51.91	66.27	83.9	20000
	dRR_Oir[57,25]	20.09	4.053	13.02	19.8	28.91	20000
	dRR_Oir[57,26]	81.52	8.355	66.08	81.23	98.44	20000
	dRR_Oir[57,27]	139.1	10.98	118.2	138.7	161.6	20000
	dRR_Oir[57,28]	69.95	7.943	55.22	69.61	86.3	20000
	dRR_Oir[57,29]	51.51	6.633	39.3	51.23	65.3	20000
	dRR_Oir[57,30]	28.71	5.009	19.56	28.43	39.3	20000
	dRR_Oir[58,8]	4.17	2.363	0.8823	3.743	9.815	20000
	dRR_Oir[58,13]	14.41	4.851	6.292	13.92	25.28	20000
	dRR_Oir[58,23]	25.39	6.8	13.28	24.92	39.55	20000
	dRR_Oir[58,24]	20.4	5.892	10.26	19.93	33.4	20000
	dRR_Oir[58,25]	20.65	5.95	10.36	20.15	33.32	20000
	dRR_Oir[58,26]	16.61	5.284	7.506	16.21	28.11	20000
	dRR_Oir[58,27]	11.53	4.117	4.825	11.11	20.91	20000
	dRR_Oir[58,28]	20.28	5.832	10.27	19.8	33.26	20000
	dRR_Oir[58,29]	12.72	4.408	5.45	12.27	22.83	20000
	dRR_Oir[58,30]	4.929	2.368	1.463	4.545	10.56	20000
	dRR_Oir[59,21]	40.8	11.02	21.39	40.01	63.97	20000
	dRR_Oir[59,22]	54.86	12.87	31.78	54.3	82.11	20000
	dRR_Oir[59,23]	46.58	11.76	25.9	45.9	72.2	20000
	dRR_Oir[59,24]	62.83	13.58	38.31	62.04	91.01	20000
	dRR_Oir[59,25]	46.96	11.74	25.73	46.23	71.92	20000
	dRR_Oir[59,26]	55.67	12.73	32.86	55.01	82.68	20000
	dRR_Oir[59,27]	40.0	10.36	21.93	39.19	62.59	20000
	dRR_Oir[59,28]	56.58	12.71	33.84	55.88	83.26	20000
	dRR_Oir[59,29]	55.64	12.72	32.61	54.91	83.12	20000
	dRR_Oir[59,30]	45.71	11.62	24.82	45.02	70.74	20000
	dRR_Oir[60,23]	33.75	8.59	18.41	33.26	51.97	20000
	dRR_Oir[60,24]	46.41	10.3	27.82	45.83	68.5	20000
	dRR_Oir[60,25]	69.18	12.84	45.57	68.5	98.47	20000
	dRR_Oir[60,26]	52.71	11.18	32.54	52.11	76.22	20000
	dRR_Oir[60,27]	63.34	12.27	41.44	62.58	89.06	20000
	dRR_Oir[60,28]	56.84	11.62	35.9	56.23	81.85	20000
	dRR_Oir[60,29]	32.75	8.605	17.56	32.15	50.97	20000
	dRR_Oir[60,30]	19.16	6.361	8.248	18.58	33.06	20000
	dRR_Oir[61,23]	27.89	7.922	13.92	27.24	45.03	20000
	dRR_Oir[61,24]	37.39	9.265	20.62	36.97	57.61	20000
	dRR_Oir[61,25]	38.0	9.32	21.13	37.42	57.44	20000
	dRR_Oir[61,26]	35.78	8.995	19.78	35.29	54.79	20000
	dRR_Oir[61,27]	44.45	10.2	26.02	43.77	66.37	20000
	dRR_Oir[61,28]	77.27	13.87	51.3	76.65	106.0	20000
	dRR_Oir[61,29]	37.16	9.24	20.5	36.55	57.45	20000
	dRR_Oir[61,30]	21.79	6.958	9.843	21.23	37.03	20000
	dRR_Oir[62,23]	27.4	9.711	11.03	26.54	48.95	20000
	dRR_Oir[62,24]	28.37	9.812	11.86	27.39	49.84	20000
	dRR_Oir[62,25]	37.5	11.63	17.47	36.49	62.46	20000
	dRR_Oir[62,26]	55.15	14.49	29.34	54.21	86.01	20000
	dRR_Oir[62,27]	42.69	12.47	21.0	41.68	70.04	20000
	dRR_Oir[62,28]	29.95	10.2	12.74	29.0	52.83	20000
	dRR_Oir[62,29]	22.49	8.56	8.203	21.61	41.86	20000
	dRR_Oir[62,30]	13.05	6.248	3.484	12.17	27.42	20000
	dRR_Oir[63,23]	31.26	7.488	17.76	30.83	47.22	20000
	dRR_Oir[63,24]	32.7	7.756	18.9	32.27	48.92	20000
	dRR_Oir[63,25]	29.61	7.343	16.42	29.2	45.11	20000
	dRR_Oir[63,26]	14.97	5.072	6.381	14.53	26.02	20000
	dRR_Oir[63,27]	28.36	7.144	15.88	27.89	43.62	20000
	dRR_Oir[63,28]	24.15	6.487	12.93	23.65	38.26	20000
	dRR_Oir[63,29]	10.83	3.973	4.295	10.42	19.75	20000
	dRR_Oir[63,30]	9.372	3.785	3.33	8.913	18.17	20000
	dRR_Oir[64,23]	35.34	8.265	20.71	34.86	53.1	20000
	dRR_Oir[64,24]	45.19	9.561	27.95	44.65	65.46	20000
	dRR_Oir[64,25]	55.39	10.65	35.81	54.85	77.62	20000
	dRR_Oir[64,26]	24.44	6.646	12.83	23.91	38.91	20000
	dRR_Oir[64,27]	58.65	10.93	39.0	58.06	81.95	20000
	dRR_Oir[64,28]	41.78	9.053	25.58	41.21	60.88	20000
	dRR_Oir[64,29]	26.89	6.986	14.31	26.43	41.69	20000
	dRR_Oir[64,30]	10.62	4.021	4.135	10.16	19.62	20000
	dRR_Oir[65,23]	27.79	6.784	15.73	27.34	42.26	20000
	dRR_Oir[65,24]	15.49	4.871	7.109	15.04	26.14	20000
	dRR_Oir[65,25]	15.48	4.84	7.107	15.1	25.98	20000
	dRR_Oir[65,26]	8.789	3.396	3.337	8.415	16.45	20000
	dRR_Oir[65,27]	14.1	4.552	6.389	13.66	24.1	20000
	dRR_Oir[65,28]	14.63	4.66	6.767	14.25	24.81	20000
	dRR_Oir[65,29]	29.72	7.136	16.88	29.28	46.4	20000
	dRR_Oir[65,30]	8.447	3.414	2.912	8.054	16.14	20000
	dRR_Oir[66,23]	42.96	10.13	24.39	42.33	64.1	20000
	dRR_Oir[66,24]	59.96	12.18	37.48	59.51	85.43	20000
	dRR_Oir[66,25]	50.58	11.17	30.16	49.82	74.85	20000
	dRR_Oir[66,26]	59.98	12.17	37.96	59.36	85.79	20000
	dRR_Oir[66,27]	67.3	12.87	44.01	66.57	93.9	20000
	dRR_Oir[66,28]	53.15	11.4	32.49	52.43	77.92	20000
	dRR_Oir[66,29]	52.7	11.37	32.14	52.13	76.68	20000
	dRR_Oir[66,30]	31.8	8.792	16.2	31.24	50.79	20000
	dRR_Oir[67,23]	5.749	3.361	1.233	5.045	14.1	20000
	dRR_Oir[67,24]	33.25	10.75	14.66	32.39	56.55	20000
	dRR_Oir[67,25]	46.72	13.06	23.78	45.85	74.67	20000
	dRR_Oir[67,26]	30.65	10.25	12.88	29.87	53.27	20000
	dRR_Oir[67,27]	26.54	9.372	10.72	25.59	47.5	20000
	dRR_Oir[67,28]	46.16	13.0	23.53	45.08	74.67	20000
	dRR_Oir[67,29]	31.71	10.55	13.81	30.78	55.51	20000
	dRR_Oir[67,30]	16.53	7.323	4.854	15.65	33.08	20000
	dRR_Oir[68,23]	9.835	4.669	3.196	9.032	20.91	20000
	dRR_Oir[68,24]	40.54	13.06	18.66	39.29	69.5	20000
	dRR_Oir[68,25]	31.51	11.25	12.85	30.33	57.01	20000
	dRR_Oir[68,26]	58.17	16.08	30.31	56.68	94.03	20000
	dRR_Oir[68,27]	39.44	12.37	19.34	38.1	67.36	20000
	dRR_Oir[68,28]	61.51	16.77	32.75	60.27	97.4	20000
	dRR_Oir[68,29]	63.38	17.33	33.34	61.77	100.2	20000
	dRR_Oir[68,30]	10.02	5.244	2.667	9.091	22.98	20000
	int_width	-0.7849	0.1124	-1.011	-0.7842	-0.5703	20000
	k_cpuOir[1]	1.583	0.08675	1.42	1.581	1.758	20000
	k_cpuOir[2]	0.9924	0.0497	0.8969	0.9913	1.093	20000
	k_cpuOir[3]	1.266	0.05873	1.155	1.264	1.386	20000
	k_cpuOir[4]	1.276	0.05936	1.164	1.274	1.397	20000
	k_cpuOir[5]	0.792	0.05032	0.6948	0.7907	0.8937	20000
	k_cpuOir[6]	1.577	0.08608	1.415	1.575	1.751	20000
	k_cpuOir[7]	1.478	0.07571	1.334	1.476	1.632	20000
	k_cpuOir[8]	1.789	0.1123	1.578	1.786	2.017	20000
	k_cpuOir[9]	1.227	0.05657	1.121	1.226	1.343	20000
	k_cpuOir[10]	0.8085	0.05016	0.7116	0.8072	0.91	20000
	k_cpuOir[11]	0.5951	0.05205	0.4963	0.5932	0.7011	20000
	lambda_ynLR[1]	145.5	216.6	9.522	82.78	622.9	20000
	lambda_ynLR[2]	463.1	88.96	309.9	454.8	665.5	20000
	lambda_ynLR[3]	1135.0	185.5	814.0	1118.0	1540.0	20000
	lambda_ynLR[4]	717.0	1586.0	7.804	248.7	3999.0	20000
	lambda_ynLR[5]	195.4	36.73	133.4	193.2	276.4	20000
	lambda_ynLR[6]	34.41	8.774	20.24	33.39	51.25	20000
	lambda_ynLR[7]	640.2	108.5	454.0	632.0	876.3	20000
	lambda_ynLR[8]	588.6	99.22	418.3	578.3	807.5	20000
	lambda_ynLR[9]	209.6	39.6	143.5	205.9	298.5	20000
	lambda_ynLR[10]	4.916	2.315	1.71	4.501	10.43	20000
	lambda_ynLR[11]	42.17	11.36	24.92	40.51	70.35	20000
	lambda_ynLR[12]	1.652	1.086	0.3182	1.393	4.489	20000
	lambda_ynLR[13]	1577.0	259.3	1131.0	1563.0	2145.0	20000
	lambda_ynLR[14]	648.5	154.1	400.8	640.2	1006.0	20000
	lambda_ynLR[15]	1327.0	249.8	904.9	1306.0	1881.0	20000
	lambda_ynLR[16]	8.09	3.459	3.106	7.522	16.57	20000
	lambda_ynLR[17]	1526.0	310.0	1023.0	1491.0	2214.0	20000
	lambda_ynLR[18]	4.637	2.383	1.426	4.181	10.46	20000
	lambda_ynLR[19]	1486.0	247.1	1064.0	1464.0	2023.0	20000
	lambda_ynLR[20]	188.3	36.75	127.3	184.6	269.6	20000
	lambda_ynLR[21]	1562.0	296.4	1063.0	1535.0	2239.0	20000
	lambda_ynLR[22]	937.5	155.8	672.6	923.0	1280.0	20000
	lambda_ynLR[23]	383.3	67.18	269.6	379.2	531.8	20000
	lambda_ynLR[24]	940.9	166.6	661.9	931.9	1318.0	20000
	lambda_ynLR[25]	579.5	96.49	412.4	571.6	790.5	20000
	lambda_ynLR[26]	2149.0	342.5	1550.0	2121.0	2897.0	20000
	lambda_ynLR[27]	1739.0	292.9	1241.0	1727.0	2374.0	20000
	lambda_ynLR[28]	1919.0	308.7	1385.0	1891.0	2603.0	20000
	lambda_ynLR[29]	1388.0	225.8	998.1	1372.0	1862.0	20000
	lambda_ynLR[30]	172.3	42.71	107.7	165.6	275.1	20000
	lambda_ynMB[1]	27.17	43.29	1.639	14.73	142.9	20000
	lambda_ynMB[2]	94.98	132.8	6.474	53.9	425.6	20000
	lambda_ynMB[3]	111.7	168.2	7.064	62.97	486.3	20000
	lambda_ynMB[4]	128.1	262.1	1.937	44.38	683.4	20000
	lambda_ynMB[5]	63.01	88.53	4.272	36.14	304.1	20000
	lambda_ynMB[6]	16.05	26.08	1.054	8.635	70.69	20000
	lambda_ynMB[7]	51.51	76.43	3.61	28.15	229.1	20000
	lambda_ynMB[8]	33.93	51.75	2.367	19.15	158.3	20000
	lambda_ynMB[9]	75.31	111.4	5.094	41.76	346.5	20000
	lambda_ynMB[10]	7.337	6.098	1.019	5.63	23.83	20000
	lambda_ynMB[11]	131.2	57.86	52.46	120.1	272.0	20000
	lambda_ynMB[12]	1.405	1.618	0.1088	0.8886	5.786	20000
	lambda_ynMB[13]	84.0	40.69	29.73	76.25	183.2	20000
	lambda_ynMB[14]	42.24	25.44	11.1	36.3	100.9	20000
	lambda_ynMB[15]	739.6	269.3	341.9	704.1	1378.0	20000
	lambda_ynMB[16]	9.791	7.89	1.542	7.665	30.1	20000
	lambda_ynMB[17]	24.13	18.12	4.198	19.43	70.12	20000
	lambda_ynMB[18]	15.56	22.01	1.15	9.044	74.83	20000
	lambda_ynMB[19]	70.03	34.22	24.71	63.24	155.5	20000
	lambda_ynMB[20]	139.2	58.08	57.12	128.3	281.7	20000
	lambda_ynMB[21]	131.3	55.81	54.21	121.3	264.3	20000
	lambda_ynMB[22]	199.1	81.47	83.81	184.3	390.3	20000
	lambda_ynMB[23]	177.4	244.5	13.59	104.5	745.0	20000
	lambda_ynMB[24]	260.1	372.5	18.9	157.9	1286.0	20000
	lambda_ynMB[25]	243.7	338.8	17.45	148.8	1063.0	20000
	lambda_ynMB[26]	235.4	316.6	20.01	135.1	1054.0	20000
	lambda_ynMB[27]	285.2	414.8	23.56	161.5	1277.0	20000
	lambda_ynMB[28]	302.3	410.4	22.52	173.5	1275.0	20000
	lambda_ynMB[29]	239.8	372.3	18.24	142.9	1046.0	20000
	lambda_ynMB[30]	102.6	163.0	7.695	57.78	442.3	20000
	lambda_ynOir_gr[1,1]	19.77	15.4	3.855	15.57	59.71	20000
	lambda_ynOir_gr[1,2]	79.9	47.27	22.55	68.9	199.6	20000
	lambda_ynOir_gr[1,3]	97.93	54.96	29.97	85.74	241.0	20000
	lambda_ynOir_gr[1,4]	220.0	485.2	4.017	76.03	1216.0	20000
	lambda_ynOir_gr[1,5]	73.42	42.75	21.81	63.01	183.4	20000
	lambda_ynOir_gr[1,6]	23.53	15.43	6.077	19.66	62.58	20000
	lambda_ynOir_gr[1,7]	64.23	38.76	17.46	55.46	162.4	20000
	lambda_ynOir_gr[1,8]	26.27	16.56	6.732	22.22	68.27	20000
	lambda_ynOir_gr[1,9]	65.75	39.14	18.44	57.07	162.4	20000
	lambda_ynOir_gr[1,10]	66.39	36.77	20.43	58.12	159.5	20000
	lambda_ynOir_gr[1,11]	265.0	115.2	106.7	237.4	539.9	20000
	lambda_ynOir_gr[1,12]	4.161	3.112	0.8084	3.324	12.31	20000
	lambda_ynOir_gr[1,13]	84.85	40.22	31.63	76.97	184.0	20000
	lambda_ynOir_gr[1,14]	158.0	69.29	63.24	144.0	328.6	20000
	lambda_ynOir_gr[1,15]	330.3	142.1	131.8	307.9	670.4	20000
	lambda_ynOir_gr[1,16]	73.73	34.37	27.63	67.22	158.9	20000
	lambda_ynOir_gr[1,17]	118.3	53.22	45.41	107.2	250.4	20000
	lambda_ynOir_gr[1,18]	81.04	37.88	30.22	73.14	174.2	20000
	lambda_ynOir_gr[1,19]	77.52	37.9	26.75	69.84	168.6	20000
	lambda_ynOir_gr[1,20]	132.6	60.33	51.97	121.3	285.2	20000
	lambda_ynOir_gr[1,21]	75.63	36.76	27.08	68.23	165.5	20000
	lambda_ynOir_gr[1,22]	246.1	105.2	103.2	226.4	495.3	20000
	lambda_ynOir_gr[1,23]	260.1	168.4	66.77	218.9	693.0	20000
	lambda_ynOir_gr[1,24]	208.3	140.9	49.75	174.7	570.9	20000
	lambda_ynOir_gr[1,25]	203.5	138.5	48.93	171.7	535.6	20000
	lambda_ynOir_gr[1,26]	142.1	99.84	31.38	117.1	391.8	20000
	lambda_ynOir_gr[1,27]	205.6	140.4	49.57	170.1	550.9	20000
	lambda_ynOir_gr[1,28]	214.3	144.8	52.57	181.8	597.5	20000
	lambda_ynOir_gr[1,29]	302.4	197.5	81.3	257.1	797.6	20000
	lambda_ynOir_gr[1,30]	98.9	69.95	22.08	80.29	267.9	20000
	lambda_ynOir_gr[2,1]	95.62	139.7	7.485	54.72	421.5	20000
	lambda_ynOir_gr[2,2]	340.9	463.7	27.88	202.3	1535.0	20000
	lambda_ynOir_gr[2,3]	403.3	547.1	32.72	233.7	1695.0	20000
	lambda_ynOir_gr[2,4]	457.2	949.7	7.2	144.8	2465.0	20000
	lambda_ynOir_gr[2,5]	224.0	311.7	17.04	128.0	857.0	20000
	lambda_ynOir_gr[2,6]	56.21	80.22	4.2	32.53	234.1	20000
	lambda_ynOir_gr[2,7]	183.7	246.8	14.35	109.9	805.9	20000
	lambda_ynOir_gr[2,8]	88.06	68.78	15.85	69.35	259.3	20000
	lambda_ynOir_gr[2,9]	269.9	350.9	19.52	163.7	1114.0	20000
	lambda_ynOir_gr[2,10]	163.0	108.5	41.25	134.7	454.6	20000
	lambda_ynOir_gr[2,11]	517.2	334.7	132.0	426.6	1395.0	20000
	lambda_ynOir_gr[2,12]	6.662	10.07	0.4879	3.852	30.44	20000
	lambda_ynOir_gr[2,13]	268.5	136.9	92.94	238.3	616.4	20000
	lambda_ynOir_gr[2,14]	176.9	121.2	42.13	146.7	482.3	20000
	lambda_ynOir_gr[2,15]	810.3	1033.0	76.13	500.0	3140.0	20000
	lambda_ynOir_gr[2,16]	124.5	84.91	31.52	103.3	336.6	20000
	lambda_ynOir_gr[2,17]	285.8	187.0	74.18	232.4	751.3	20000
	lambda_ynOir_gr[2,18]	119.4	80.09	31.0	99.54	326.2	20000
	lambda_ynOir_gr[2,19]	202.5	133.5	51.91	169.1	565.1	20000
	lambda_ynOir_gr[2,20]	308.6	199.4	81.32	258.3	832.6	20000
	lambda_ynOir_gr[2,21]	231.9	155.3	58.14	191.9	626.8	20000
	lambda_ynOir_gr[2,22]	418.6	275.0	109.5	358.6	1106.0	20000
	lambda_ynOir_gr[2,23]	365.9	185.9	124.5	327.5	826.1	20000
	lambda_ynOir_gr[2,24]	424.6	214.9	144.1	378.3	941.4	20000
	lambda_ynOir_gr[2,25]	447.3	228.0	157.7	398.2	1019.0	20000
	lambda_ynOir_gr[2,26]	289.6	151.6	97.36	261.6	671.3	20000
	lambda_ynOir_gr[2,27]	325.0	169.3	108.3	292.0	736.7	20000
	lambda_ynOir_gr[2,28]	486.5	244.3	169.3	430.2	1075.0	20000
	lambda_ynOir_gr[2,29]	358.2	183.1	115.3	320.0	784.9	20000
	lambda_ynOir_gr[2,30]	123.5	70.35	36.22	109.1	297.9	20000
	lambda_ynOir_gr[3,1]	26.52	16.68	6.774	22.41	68.87	20000
	lambda_ynOir_gr[3,2]	257.0	129.3	91.34	228.8	607.7	20000
	lambda_ynOir_gr[3,3]	248.2	125.2	89.52	220.5	559.1	20000
	lambda_ynOir_gr[3,4]	390.8	822.3	6.234	128.5	2047.0	20000
	lambda_ynOir_gr[3,5]	119.3	63.28	39.61	105.8	266.9	20000
	lambda_ynOir_gr[3,6]	12.48	9.027	2.473	10.14	35.72	20000
	lambda_ynOir_gr[3,7]	29.82	19.51	7.138	24.85	78.77	20000
	lambda_ynOir_gr[3,8]	40.75	23.54	11.97	35.48	100.1	20000
	lambda_ynOir_gr[3,9]	116.0	61.48	37.18	103.5	268.0	20000
	lambda_ynOir_gr[3,10]	122.8	46.24	55.54	114.8	232.0	20000
	lambda_ynOir_gr[3,11]	338.5	122.1	161.7	319.7	641.7	20000
	lambda_ynOir_gr[3,12]	7.692	4.421	2.17	6.724	18.94	20000
	lambda_ynOir_gr[3,13]	110.5	48.5	44.22	101.3	231.2	20000
	lambda_ynOir_gr[3,14]	73.9	30.49	30.47	68.55	146.8	20000
	lambda_ynOir_gr[3,15]	318.3	115.8	151.1	298.8	601.6	20000
	lambda_ynOir_gr[3,16]	101.5	41.25	43.69	94.32	202.2	20000
	lambda_ynOir_gr[3,17]	198.5	77.02	90.02	184.3	384.6	20000
